path,target,final_link2007,final_link2024,distance2007,distance2024
Invasion;France;European_Union;Austria;Australia,Australian_rules_football,Australia,,0,-1
Athens;Beach;<;Athena;Odysseus;Odyssey;Zeus;Greek_mythology;Minoan_civilization;Ancient_Greece;<;Ancient_Greece;Black_Sea;Sea,Goldfish,Sea,Sea,0,0
Bantu;Ethnic_group;Nationality;Culture;Ancient_Rome;Architecture,House,Ancient_Rome,,1,-1
Jazz;United_States;Moon;Telescope;Astronomy;Star;Universe;Speed_of_light,16_Cygni,Speed_of_light,Speed_of_light,0,0
Brain;Computer_science;Society;Technology,Telephone,Technology,,0,-1
Jazz;United_States;Moon;Solar_System;Sun;Star;Open_cluster;Globular_cluster;Andromeda_Galaxy;Milky_Way;Human;Science;Universe;Galaxy;Star;Open_cluster;Red_giant;Red_dwarf;Proxima_Centauri;Sun;Solar_System;Extrasolar_planet;Binary_star;<;HD_209458_b,16_Cygni,HD_209458_b,HD_209458_b,0,0
Internet;World_Wide_Web;History_of_the_Internet;Google;Gmail,Cat,Gmail,Gmail,0,0
Ultimatum_game;Game_theory;Philosophy;Logic;Aristotle;Socrates;Plato;Apollo;Zeus;Norse_mythology;Religion;Mysticism;Empiricism;Gottfried_Leibniz;Atom;Neutron;Polonium;Russia;Volga_River;Sanskrit,Styracosaurus,Sanskrit,Sanskrit,0,0
Plant;Life;Evolution;Organism;Ant;Carbon_dioxide,Puffin,Carbon_dioxide,Carbon_dioxide,0,0
Vancouver;Agriculture;Sugar,Wood,Sugar,Sugar,0,0
Brain;Philosophy_of_mind;Computer_science;Internet;Optical_fiber;<;Microsoft;Bill_Gates;Microsoft_Windows;<;<,Telephone,Microsoft,,0,-1
The_Holocaust;United_Kingdom;Bermuda;Florida,River,Florida,Florida,0,0
Theatre;Dance;Wind;Earth;Africa;<;Animal,Zebra,Animal,Animal,0,0
Light;Wave;Earthquake;Tsunami;<;<;<;Geometry,Hurricane_Georges,Geometry,Geometry,0,0
Brain;Cell_%28biology%29;Genetic_code;Virus,Telephone,Virus,Virus,0,0
Vegetation;Climate_change;United_States,Arctic_Monkeys,United_States,United_States,0,0
William_Shakespeare;England;English_language,Television,English_language,English_language,0,0
Hammurabi;Code_of_Hammurabi;God;China;Tiananmen_Square_protests_of_1989,DVD,Tiananmen_Square_protests_of_1989,Tiananmen_Square_protests_of_1989,0,0
Caratacus;Ancient_Rome;Julius_Caesar,1896_Summer_Olympics,Julius_Caesar,Julius_Caesar,0,0
Oligocene;North_America;United_States;American_football;<;Attack_on_Pearl_Harbor;<;Multiculturalism;Christianity;Jesus;<,Santa_Claus,Christianity,Christianity,0,0
Pyongyang;Soviet_Union;United_States,Jupiter,United_States,United_States,0,0
The_Simpsons;United_States;President_of_the_United_States;Cold_War;Invasion_of_Grenada;Invasion;War;World_War_II;Battle_of_Midway;Medal_of_Honor;Naval_Battle_of_Guadalcanal;Aircraft_carrier;F-35_Lightning_II;Royal_Navy;Royal_Marines;United_States,15th_Marine_Expeditionary_Unit,Royal_Marines,United_States,1,0
Wave;Energy,Police,Energy,Energy,0,0
Slovakia;United_Nations;United_States;Cinema_of_the_United_States;DVD;Sony;Television;Film;Art;Drawing,Superman,Drawing,Drawing,0,0
Asteroid;Earth;Ice_age;Canada;English_language;<;Christianity;Religion;Mythology;Norse_mythology;Celtic_mythology,Viking,Canada,Celtic_mythology,5,0
Glass;Biology;Organism;Arthropod;Animal;Vertebrate;Cambrian_explosion;Animal;Fungus,Invertebrate,Fungus,,0,-1
Civil_rights;United_States;Sport;Ireland;United_Kingdom;Scotland,Tiger_Woods,Scotland,Scotland,0,0
Asteroid;Earth;Dutch_language;Netherlands,Viking,Netherlands,,0,-1
Shenzhou_6;United_States,Homestar_Runner,United_States,United_States,0,0
Celery;French_language;Italy;Rome;Michelangelo,Galileo_Galilei,Michelangelo,Italy,0,2
London_sewerage_system;London;William_Shakespeare,James_Bond,William_Shakespeare,London,0,1
Brain;Cell_%28biology%29;DNA;<,Telephone,Cell_%28biology%29,Cell_%28biology%29,0,0
Musical_instrument;Synthesizer;New_York_City,Pi,New_York_City,New_York_City,0,0
Tropics;Earth,Mozilla_Firefox,Earth,Earth,0,0
Gaza_Strip;Christianity;Religion;Buddhism;Tibet;Lhasa,Tenzin_Gyatso%2C_14th_Dalai_Lama,Lhasa,Lhasa,0,0
Dixie_Mission;United_States;Olympic_Games;Athletics_%28track_and_field%29;<;Sport;<;1896_Summer_Olympics,Wrestling,1896_Summer_Olympics,1896_Summer_Olympics,0,0
Mount_Pinatubo;United_States;Holy_Roman_Empire;Germany;German_language,Franz_Kafka,Germany,,1,-1
Pope_Pius_XII;Evolution;Ice_age;Glacier;Fresh_water;Seawater;Ship;Aircraft_carrier,Water_purification,Aircraft_carrier,Aircraft_carrier,0,0
Rock_Pigeon;Pollution;Industry;Technology;Integrated_circuit;Internet;Linux,Tobacco_smoking,Linux,Linux,0,0
Firefly_%28TV_series%29;United_States;President_of_the_United_States;Cold_War,Radar,Cold_War,Cold_War,0,0
Theatre;Music;Language;Chimpanzee;Democratic_Republic_of_the_Congo,Zebra,Democratic_Republic_of_the_Congo,Democratic_Republic_of_the_Congo,0,0
Ludwig_Wittgenstein;Norway;Europe,Eurovision_Song_Contest,Europe,Norway,0,1
Republic_of_the_Congo;Europe;Poland;Polish-Soviet_War;<;World_War_I,Shoe_polish,World_War_I,World_War_I,0,0
Napoleonic_Wars;United_States;Cinema_of_the_United_States,Superman,Cinema_of_the_United_States,Cinema_of_the_United_States,0,0
CS_gas;Nitrogen;Star;Earth;Pacific_Ocean;<;<;<;<,Zebra_shark,CS_gas,CS_gas,0,0
Alligator;Yangtze_River;Asia;Egypt;Middle_East,Ethanol,Middle_East,Middle_East,0,0
Alligator;United_States;Petroleum;Natural_gas,Ethanol,Petroleum,Natural_gas,1,0
Alligator;United_States;Mexico;North_America,Ethanol,North_America,North_America,0,0
Behavioral_finance;Finance;Accountancy;Mesopotamia;Arabic_language;<,Jyllands-Posten_Muhammad_cartoons_controversy,Mesopotamia,Mesopotamia,0,0
Waheguru;God;Nature;Human;Logic;Computer_science;Computer_programming;Algorithm;Computer;Electrical_engineering,Three_Laws_of_Robotics,Electrical_engineering,Electrical_engineering,0,0
Arab-Israeli_conflict;United_Nations,Puffin,United_Nations,United_Nations,0,0
Law;Police;19th_century;Greek_War_of_Independence;French_Revolution;Revolution;Political_science;Aristotle;Government,Lead,Government,Government,0,0
Reed_Warbler;Europe;United_Kingdom,Celine_Dion,United_Kingdom,United_Kingdom,0,0
Platinum;Metal;<,Tehran,Platinum,Platinum,0,0
Oppression;Force;Bicycle;University_of_Cambridge,Whale_shark,University_of_Cambridge,University_of_Cambridge,0,0
20th_century;Film,Thor,Film,Film,0,0
Chartism;United_Kingdom,African_slave_trade,United_Kingdom,United_Kingdom,0,0
Theatre;United_Kingdom,Zebra,United_Kingdom,United_Kingdom,0,0
Llywelyn_the_Great;Welsh_law,Kuru_%28disease%29,Welsh_law,Welsh_law,0,0
Galveston_Hurricane_of_1900;Hurricane_Katrina;Florida;Tropical_cyclone,Tropical_Storm_Bonnie_%282004%29,Tropical_cyclone,Tropical_cyclone,0,0
Isambard_Kingdom_Brunel;New_York_City,Henry_Morrison_Flagler,New_York_City,New_York_City,0,0
Redshift;Planet;Earth;Europe;United_Kingdom;London,The_Country_Wife,London,London,0,0
Milk;Vitamin_D;Egg_%28food%29;Bird;Poultry,Mallard,Poultry,,0,-1
Metric_expansion_of_space;London;England,Charles_II_of_England,England,,0,-1
Soil_science;Environmental_science;Global_warming;Fossil_fuel;<;Climate_change;Ice_age,Paleontology,Ice_age,Ice_age,0,0
Toronto;Basketball;Sport;Olympic_Games;Athletics_%28track_and_field%29;<;United_States;Baseball;Sport;Football_%28soccer%29,Wrestling,Football_%28soccer%29,,0,-1
Equal_Protection_Clause;United_States;Baseball;Sport;Football,Tiger_Woods,Football,Football,0,0
Peter_I_of_Russia;Poland;United_Nations;Tehran;Iran,Buddhism,Iran,Iran,0,0
Eye;Human;Herbivore;Plant;Seed,Almond,Seed,Seed,0,0
Differential_equation;Physics,Piccadilly_Circus,Physics,Physics,0,0
Ottawa;Canada;Viking;7th_century;1st_century;Roman_Empire,Jurassic,Roman_Empire,Roman_Empire,0,0
Pluto;Earth;United_States;North_America;<,Toy_Story,United_States,United_States,0,0
Pluto;Earth;United_States;Pacific_Ocean;<;New_York_City;Mass_media;Film;Animation;Motion_%28physics%29,Toy_Story,Motion_%28physics%29,,0,-1
Pearl;Japan;Temperate;Rocky_Mountains;Agriculture,Tree,Agriculture,Agriculture,0,0
Aleksandr_Vasilevsky;Russian_language,Sulfur,Russian_language,Russian_language,0,0
United_Arab_Emirates;United_Kingdom;Parliament_of_the_United_Kingdom,Latin_America,Parliament_of_the_United_Kingdom,United_Kingdom,0,1
Computer;Television;Internet,Batman,Internet,Internet,0,0
Jupiter_%28mythology%29;Zeus,Black_hole,Zeus,Zeus,0,0
Pumpkin;North_America;Gulf_of_Mexico;Florida;The_Bahamas;United_States;Pacific_Ocean;Canada;<;Philippines;Guam;United_States;Florida;Miami%2C_Florida;<,Beach,Florida,Philippines,0,3
Windows_XP;Asia;India;Biodiversity;Tropics;<;<;Mammal;Vertebrate;Bird,Indian_Peafowl,Bird,Bird,0,0
Theatre;United_States;North_America;Africa;Democratic_Republic_of_the_Congo,Zebra,Democratic_Republic_of_the_Congo,Democratic_Republic_of_the_Congo,0,0
Scooby-Doo;United_States,Red_dwarf,United_States,United_States,0,0
White-tailed_Eagle;Bird;Human;Fiction;Novel,The_Lorax,Novel,Novel,0,0
Brain;Computer_science;Internet;Optical_fiber,Telephone,Optical_fiber,,0,-1
Richard_II_of_England;England;Atlantic_Ocean;<,Windows_2000,England,England,0,0
Binoculars;Milky_Way;Earth;Geography;Water;Mythology;Homer;<,Loch,Mythology,Mythology,0,0
EMD_F7;Canada;North_America;English_language,Pony,English_language,English_language,0,0
Hip_hop_music;New_York_City;Italy;Rome;Tourism;Wine;Beer;Fish;Organism;Life,Oregano,Life,Life,0,0
Bedbug;Human,John_Seigenthaler%2C_Sr.,Human,Human,0,0
Spherical_aberration;Telescope,Osprey,Telescope,Telescope,0,0
Radio_frequency;Radio,Soil_science,Radio,Radio,0,0
Love;Romeo_and_Juliet;William_Shakespeare,Typewriter,William_Shakespeare,William_Shakespeare,0,0
PSR_B1620-26c;Bible;Jew,Cinema_of_the_United_States,Jew,Jew,0,0
Hawk-Eye;Cricket;England,Celery,England,England,0,0
Brush;Painting;Ancient_Egypt,Hebrew_language,Ancient_Egypt,Ancient_Egypt,0,0
Charlie_Chaplin;England,Oregano,England,England,0,0
Columbine_High_School_massacre;United_States;President_of_the_United_States;George_W._Bush;<,Barack_Obama,President_of_the_United_States,,0,-1
Jew;United_States;Maize;Cereal;Potato;Seed;Apple;Cider,Juice,Cider,Cider,0,0
Matilda_of_Boulogne;France;Brazil;Roman_law;Rome;Italy,Wrestling,Italy,Italy,0,0
Tobacco_smoking;Tobacco;Asthma;Pollution,Conakry,Pollution,Pollution,0,0
J._S._Fry_%26_Sons;Bristol;England;Henry_VIII_of_England,Henry_IV_of_England,Henry_VIII_of_England,Henry_VIII_of_England,0,0
Gerald_Durrell;Jersey,Pinworm,Jersey,Jersey,0,0
James_Callaghan;Prime_Minister_of_the_United_Kingdom,Henry_H._Rogers,Prime_Minister_of_the_United_Kingdom,Prime_Minister_of_the_United_Kingdom,0,0
Phonograph_cylinder;World_War_I;Tank,Grape_seed_oil,Tank,Tank,0,0
Coccinellidae;Insect,Miranda_Otto,Insect,Insect,0,0
Mathematics;Motion_%28physics%29;Engineering;Technology;Electronics;Computer;Computer_programming;<;Electrical_engineering;Manufacturing;Gas;<;Petroleum;United_States;World_War_II;Aircraft_carrier;<;<;Electronics;<;<;<;<;<;<;<;<;<;<;Computer_science;Computer_programming;Microsoft;Industry;Technology;Engineering;Science;Quantum_mechanics;<,Three_Laws_of_Robotics,Science,Science,0,0
Palau;Europe;Renaissance;Italian_Renaissance,Antonio_Vivaldi,Italian_Renaissance,Italian_Renaissance,0,0
Ammonia;Gas;Natural_gas,Television,Natural_gas,Natural_gas,0,0
Tiger_shark;Petroleum;Oil_reservoir,Ruthenium,Oil_reservoir,Oil_reservoir,0,0
Tiktaalik;University_of_Cambridge;Medicine;Engineering,Jiaogulan,Engineering,Engineering,0,0
Pyramid;France;English_Channel;Great_Britain;United_Kingdom,Bean,United_Kingdom,United_Kingdom,0,0
Elementary_algebra;Algebra;Muhammad_ibn_Musa_al-Khwarizmi;Mediterranean_Sea;Africa,Cereal,Africa,Africa,0,0
Congo_River;Africa;Asia;India;New_Delhi,Rupee,New_Delhi,New_Delhi,0,0
Asteroid;Jupiter;China;English_language;Germany;Franks;Netherlands;Dutch_language,Viking,English_language,,4,-1
Land_%28economics%29;Economics;Biodiversity;Food;Cereal;Fruit;Vegetable;Lettuce,Celery,Lettuce,Lettuce,0,0
Sequoia;New_Zealand;Pacific_Ocean;Indonesia;Jakarta;<;Earthquake,July_2006_Java_earthquake,Earthquake,Earthquake,0,0
Edgar_Allan_Poe;Scotland;England;Wars_of_the_Roses;<;10th_century;Dark_Ages;Charlemagne,English_peasants%27_revolt_of_1381,Charlemagne,Charlemagne,0,0
David_Beckham;England;The_Beatles;Johann_Sebastian_Bach,Ska,Johann_Sebastian_Bach,Johann_Sebastian_Bach,0,0
Effect_of_Hurricane_Katrina_on_New_Orleans;Mississippi_River;Missouri_River;Rocky_Mountains;Salt_Lake_City%2C_Utah;Capital;Government;Tony_Blair;Privy_Council_of_the_United_Kingdom;Speaker_of_the_British_House_of_Commons;House_of_Lords,University_of_Chicago,House_of_Lords,House_of_Lords,0,0
Elephant;Water;Ice_hockey;Baseball;September_11%2C_2001_attacks;Steel;Nickel;Metal;Jet_engine;Concorde;Doctor_Who;Toy;Wood;Tree;Seed;Harvest;Irrigation;Clay;Pottery,Screw,Pottery,,0,-1
Russian_language;Russia;Buddhism;India;Biodiversity;Organism,Indian_Peafowl,Organism,Organism,0,0
Literacy;Sub-Saharan_Africa;Ecology;Biodiversity;Rio_de_Janeiro;Monarchy;Western_Sahara;Arab_League;West_Bank;Dead_Sea;Mediterranean_Sea;Miocene;Glacier;19th_century;Qing_Dynasty;Beijing;Mongol_Empire;Moscow,Kyrgyzstan,Moscow,,0,-1
Game;Ludwig_Wittgenstein;Prostate_cancer;Food;Peanut;Seed;Plant;Potato;Maize;Soybean;Meat;Salt;Edible_salt;Mineral;Calcium;Sesame;Copper;Mineral;Sodium;Fatty_acid;Corn_oil;<;Food;Cereal;Nutrition;Agriculture;Vegetable;<;Tobacco;Bermuda,Chives,Bermuda,,0,-1
Psychology;Brain;Mammal;Human;Culture;Japan;Telecommunication;Internet;Chicago;Chicago_Bears,Wrestling,Chicago_Bears,Chicago_Bears,0,0
Brain;Computer_science;Internet;World_Wide_Web;<,Telephone,Internet,,0,-1
Helsinki;European_Union;United_Kingdom;Scotland;Glasgow,Loch_Ness,Glasgow,Scotland,0,1
Actor;Drama;<,Emirate,Actor,Actor,0,0
Pyramid;Mexico;Agriculture;Food;Protein;Wheat;Rice,Bean,Rice,,0,-1
Chocolate;Maize,PONG,Maize,Maize,0,0
United_Kingdom;Novel;Book;Library_of_Congress;United_States,The_Lorax,United_States,United_States,0,0
Electronics;Information;Communication;Human;Chordate;Vertebrate;Fish;Whale_shark;Shark;Dinosaur;Paleontology,Styracosaurus,Paleontology,,0,-1
Vasco_da_Gama;Moon;Solar_System;Planet;Sun;Star,Darth_Vader,Star,Star,0,0
Theatre;Existentialism,Zebra,Existentialism,Existentialism,0,0
Theatre;Stage_%28theatre%29;Theatre_in_the_round;Theatre;Music,Zebra,Music,Music,0,0
Theatre;Stage_%28theatre%29;Ancient_Greece,Zebra,Ancient_Greece,Ancient_Greece,0,0
J._K._Rowling;Harry_Potter;Owl;Bird;Emu,Robinson_Crusoe,Emu,Emu,0,0
Jazz;Music;Sound;<;<;Music;Sound;<,Berkelium,Music,Music,0,0
Coin;Nauru;Coconut;South_America,Ape,South_America,South_America,0,0
American_popular_music;Music_of_Spain;Ancient_Greece;Cyprus;Uranus,Cyclops,Uranus,Uranus,0,0
Pyramid;Mexico;Agriculture;Soybean,Bean,Soybean,,0,-1
Adolf_Hitler;Art;Music;Sound;<;Hip_hop_music;Music_of_the_United_States,IPod,Music_of_the_United_States,Music_of_the_United_States,0,0
Great_Lakes;Invasive_species;Gardening;Plant,Beekeeping,Plant,Plant,0,0
Theatre;Opera;Spain;North_Africa;Africa;Giraffe;South_Africa,Zebra,South_Africa,,0,-1
Cleveland%2C_Ohio;Biotechnology;Industry;Industrial_Revolution,The_Lorax,Industrial_Revolution,Industrial_Revolution,0,0
Mathematical_analysis;Mathematics;English_language;Australian_English;British_English;University;List_of_universities_in_the_United_Kingdom;University_of_Cambridge;Humanities;United_States;Education,Pupil,Education,Education,0,0
Hubbard_Glacier;Glacier;Latin;Byzantine_Empire;Sassanid_Empire;Persian_Empire;Iran;Mesopotamia,Behistun_Inscription,Mesopotamia,Persian_Empire,0,2
National_Anthem_of_Russia;Football_%28soccer%29;Football;American_football;United_States;Florida;Tropical_cyclone;Cape_Verde;<;Hurricane_Katrina;Natural_disaster;Tropical_cyclone;United_States,Tropical_Storm_Bonnie_%282004%29,United_States,United_States,0,0
Spanish_language;Argentina,15th_Marine_Expeditionary_Unit,Argentina,Argentina,0,0
Cancer;Latin;Roman_Empire;Julius_Caesar,Kyrgyzstan,Julius_Caesar,Julius_Caesar,0,0
Extinct_birds;Bird;Vertebrate,Cricket,Vertebrate,Vertebrate,0,0
Turin;Italy,Doctor_Who,Italy,Italy,0,0
Eliminative_materialism;Brain;Computer_science;Internet;United_States;Cinema_of_the_United_States;Star_Wars_Episode_IV__A_New_Hope,Star_Trek__The_Original_Series,Star_Wars_Episode_IV__A_New_Hope,Star_Wars_Episode_IV__A_New_Hope,0,0
English_Reformation;Pope;Italy;Agriculture;<;Agriculture;Alcohol;Ethanol;Wine,Grape_seed_oil,Wine,Wine,0,0
Theatre;Aristotle;Ancient_Greece;Egypt;Africa,Zebra,Africa,Africa,0,0
Sound;Wave;Earthquake;Indonesia;<;Indonesia;<,July_2006_Java_earthquake,Earthquake,Earthquake,0,0
Worm;Animal;Mammal;Human;Bonobo,Monkey,Bonobo,Mammal,0,2
CS_gas;Gas;Plasma_%28physics%29;Fire,Mozilla_Firefox,Fire,Fire,0,0
Brain;Psychology;United_States;American_English;New_York_City,Telephone,New_York_City,New_York_City,0,0
Abstract_art;20th_century;Jet_engine,Universe,Jet_engine,,0,-1
President_of_the_United_States;United_States;Missouri_River;North_America,Colorado_River,North_America,,0,-1
Sundew;Charles_Darwin,Comet,Charles_Darwin,Charles_Darwin,0,0
Jupiter_%28mythology%29;Rome;Ancient_Rome;Ancient_Greece;<;<,Black_hole,Rome,Rome,0,0
Board_game;London;England;United_Kingdom;Parliament_of_the_United_Kingdom,Voting,Parliament_of_the_United_Kingdom,Parliament_of_the_United_Kingdom,0,0
Architecture;Aesthetics;David_Hume,Osama_bin_Laden,David_Hume,David_Hume,0,0
Marvin_Gaye;Los_Angeles%2C_California;Science;Nature;Dinosaur;Ornithischia;<;Saurischia,Pachycephalosaurus,Saurischia,Saurischia,0,0
Neil_Armstrong;Louisville%2C_Kentucky;Fishing;Cod,Parsley,Cod,Cod,0,0
Jack_Kerouac;United_States;List_of_areas_in_the_National_Park_System_of_the_United_States;<;New_York_City;U.S._state,Niagara_Falls,U.S._state,U.S._state,0,0
Measles;India;Stone_Age,Damascus,Stone_Age,Stone_Age,0,0
Nicolaus_Copernicus;Rome;Ancient_Rome;1st_century_BC;<;Julius_Caesar;Alexander_the_Great;Siege;First_Crusade;The_Holocaust;World_War_II;Iraq;Nazi_Germany;Adolf_Hitler,Invasion,Ancient_Rome,,9,-1
Poverty;Drinking_water;Water;Pond;Dam,Chlorine,Dam,,0,-1
Bay_Area_Rapid_Transit;San_Francisco%2C_California;California;Los_Angeles%2C_California;Film;Video;Sony;Music;Sound,Christina_Aguilera,Sound,Sound,0,0
13th_century;Time,Climate_change,Time,Time,0,0
Theatre;United_States;India;Africa;Somalia;Horn_of_Africa;<;<,Zebra,Africa,Africa,0,0
Pyramid;United_States;Mexico;<,Bean,United_States,United_States,0,0
Bean;Estonia;<,Pyramid,Bean,Bean,0,0
Nintendo;Europe,Cheese,Europe,Europe,0,0
Mercantilism;British_Empire;Italy;Vatican_City;Pope_Benedict_XVI;Pope,List_of_popes,Pope,,0,-1
Music_of_the_Bahamas;20th_century;Technology;Science;<;Science;Mathematics;<;Physics,Indian_Peafowl,Physics,Physics,0,0
Technology;Pottery,Cheese,Pottery,Technology,0,1
Libertarianism;Property;Economics,AK-47,Economics,Economics,0,0
Crime;Family,Beetle,Family,Family,0,0
Afghan_Hound;Europe;Greek_mythology,Owl,Europe,Europe,1,1
Mario;English_language;The_Bahamas;Culture;<;Culture;Folk_music;Music,Music_of_the_Bahamas,Music,,0,-1
Copenhagen;Hafnium;Chemical_element;Carbon;Diamond,Great_comet,Diamond,Diamond,0,0
Tropics;Earth;Tide;Ocean;<;Ocean;Sea;Moon,Wave,Moon,Ocean,0,2
Morphine;Ethanol,Forest,Ethanol,Ethanol,0,0
Reed_Warbler;Animal;<,Three_Laws_of_Robotics,Reed_Warbler,Reed_Warbler,0,0
Denmark;England;British_Empire;India;Kerala;<;<;<;<,Kochi_%28India%29,Denmark,Denmark,0,0
Ecology;Bear;Fishing;Sport;<;<;<;Henry_David_Thoreau;Charles_Darwin,Scouting,Charles_Darwin,Charles_Darwin,0,0
Odyssey;Epic_of_Gilgamesh,Husein_Grada%C5%A1%C4%8Devi%C4%87,Epic_of_Gilgamesh,Epic_of_Gilgamesh,0,0
San_Diego_Electric_Railway;United_States;Canada;Canadian_Senate;Parliament_of_Canada;<,Senate_of_Canada,Canadian_Senate,,0,-1
Qatar;United_States;President_of_the_United_States;Theodore_Roosevelt,The_Lorax,Theodore_Roosevelt,Theodore_Roosevelt,0,0
Order_of_the_Bath;Ireland;Roman_Catholic_Church;Apostolic_Succession;<;Pope_Benedict_XVI;Pope,List_of_popes,Pope,,0,-1
Theatre;Brazil;South_America;Africa;Herbivore;Animal;<;<;Sub-Saharan_Africa;Tanzania;Blue_Wildebeest;South_Africa,Zebra,South_Africa,South_Africa,0,0
Pyramid;Mexico;Costa_Rica,Bean,Costa_Rica,Mexico,0,1
Breaker_Morant;England;The_Beatles;Sweden;Stockholm;<;Russia;Azerbaijan,Eurovision_Song_Contest,Azerbaijan,Azerbaijan,0,0
Shaka;Napoleon_I_of_France;Belgium;Netherlands;Indonesia;Jakarta;Indonesian_language;<;<;Sumatra;Earthquake;<;2004_Indian_Ocean_earthquake;2005_Sumatra_earthquake,July_2006_Java_earthquake,2005_Sumatra_earthquake,2005_Sumatra_earthquake,0,0
Asteroid;Carl_Friedrich_Gauss,Viking,Carl_Friedrich_Gauss,Carl_Friedrich_Gauss,0,0
Sardar_Vallabhbhai_Patel;World_War_II;The_Holocaust;Austria;Anschluss;Adolf_Hitler;<;Nazi_Germany;The_Holocaust,Mauthausen-Gusen_concentration_camp,The_Holocaust,,0,-1
James_Joyce;English_language;India;Kerala,Kochi_%28India%29,Kerala,Kerala,0,0
Pony;Ireland;Atlantic_Ocean;Arctic_Ocean;Arctic;Greenland;North_America;Canada,Eskimo,Canada,Canada,0,0
Montenegro;World_War_II;United_States;Caribbean_Sea;Tropical_cyclone;2005_Atlantic_hurricane_season;2003_Atlantic_hurricane_season,Hurricane_Georges,2003_Atlantic_hurricane_season,2003_Atlantic_hurricane_season,0,0
Wine;Georgia_%28country%29;Russia,History_of_post-Soviet_Russia,Russia,Russia,0,0
