path,target,final_link2007,final_link2024,distance2007,distance2024
Theatre;United_States;<;Drama;William_Shakespeare;Roman_Empire,Zebra,Roman_Empire,Roman_Empire,0,0
Theatre;United_States;Western_Sahara;Africa,Zebra,Africa,Africa,0,0
Batman;Scotland;<;Spring_Heeled_Jack,Albert_Einstein,Spring_Heeled_Jack,Spring_Heeled_Jack,0,0
Calculus;Biology;Science;<;<,Lemon,Calculus,Calculus,0,0
Hydrogen;Biology;Organism,Parrot,Organism,Organism,0,0
Bird;Vertebrate;Human,Thomas_Jefferson,Human,Human,0,0
Benin;Nigeria,Albinism,Nigeria,Nigeria,0,0
Asteroid;Mars;Italy;16th_century,Viking,16th_century,16th_century,0,0
Whale;European_Parliament;<,Greenhouse_effect,Whale,Whale,0,0
Asteroid;Mars;Italy;Middle_Ages;Byzantine_Empire;Franks;Netherlands;Amsterdam;Europe;Denmark,Viking,Middle_Ages,,6,-1
The_Blitz;London,Jane_Eyre,London,London,0,0
Batman;Chemistry;Energy;Potassium,Vitamin_D,Potassium,Potassium,0,0
Harvest;Fish;Fishing;United_States;Terrorism;September_11%2C_2001_attacks;Spain;France;United_Kingdom;Constitutional_monarchy;England;Norman_conquest_of_England,George_IV_of_the_United_Kingdom,Norman_conquest_of_England,Norman_conquest_of_England,0,0
Neptune;Chinese_language;English_language;India,Economy_of_India,India,,0,-1
England;English_language,France,England,England,1,1
Wolverine;South_America;Amazon_Basin;Amazon_River;<,Reed_Warbler,Amazon_Basin,Amazon_Basin,0,0
Functional_programming;Calculus;Ancient_Greece;History_of_Greece;World_War_I;<;Roman_Empire;Civilization;11th_century;Time,History_of_Earth,Time,,0,-1
Brain;Biology;Anatomy;Human,Telephone,Human,Human,0,0
Hippocrates;Middle_Ages,India,Middle_Ages,Middle_Ages,0,0
Beer;Ancient_Egypt;Irrigation;<;Sahara;Egypt,Sun,Egypt,Egypt,0,0
Theatre;Opera;<;United_Kingdom;London,Zebra,London,London,0,0
Theatre;India;Pakistan;Country,Zebra,Country,Country,0,0
Trumpet;Radio;Spacecraft_propulsion;Astronomy;<;<,Space_suit,Radio,Radio,0,0
William_Pitt_the_Younger;University_of_Cambridge;Mathematics;Algebra,Binomial_nomenclature,Algebra,Algebra,0,0
Vestigial_structure;Whale,Ivory,Whale,Whale,0,0
Niger_River;Agriculture;Vegetable;Plant;Forest,Vegetation,Forest,,0,-1
Battle_of_the_Bulge;World_War_II;Egypt;North_Africa;Africa;Carnivore,African_Wild_Dog,Carnivore,Carnivore,0,0
Batman;Earthquake;United_Kingdom;United_Nations,Wood,United_Nations,United_Nations,0,0
Cat;Dutch_language;European_Union,Computer,European_Union,European_Union,0,0
Batman;Chemistry,Banana,Chemistry,Chemistry,0,0
Anthropology;China,T-34,China,China,0,0
Gerald_Ford;World_War_II;War;Religion,Sim%C3%B3n_Bol%C3%ADvar,Religion,Religion,0,0
Hindi;French_language;France;Napoleon_I_of_France;Russia,Crimean_War,Russia,,0,-1
Boolean_logic;Logic;Mathematics;Statistics;<,Go_%28board_game%29,Mathematics,Mathematics,0,0
Adenosine_triphosphate;Energy;Chemistry;Geology;History_of_Earth;South_America;Argentina,Land_%28economics%29,Argentina,Argentina,0,0
Cat;Mammal;Human;Science;Computer_science;Computer_programming;Microsoft_Windows,Computer,Microsoft_Windows,,0,-1
Marshall_Plan;Europe,WTA_Tour_Championships,Europe,Europe,0,0
Euro;European_Union,Microsoft,European_Union,European_Union,0,0
Dog;DNA,Telephone,DNA,DNA,0,0
Batman;Superman;Newspaper;Sudoku,Peanut,Sudoku,Sudoku,0,0
Vietnam_War;Cold_War,Plant,Cold_War,Cold_War,0,0
Brothers_Grimm;Revolution;Industrial_Revolution,Windows_Vista,Industrial_Revolution,Industrial_Revolution,0,0
Dog;Retina,Venus,Retina,Retina,0,0
Germany;Portugal;<;Mediterranean_Sea;Spain;<,Citrus,Mediterranean_Sea,Mediterranean_Sea,0,0
Internet_Explorer;Microsoft_Windows;Macintosh,Porto-Novo,Macintosh,Macintosh,0,0
Internet;Optical_fiber;Art;Ancient_Egypt;Religion;<;Literature;<;<;<;<,Cat,Internet,Internet,0,0
Computer;Middle_Ages,Fruit,Middle_Ages,Middle_Ages,0,0
Genoa;Geneva;Electricity;Electronics;Computer;Electrical_engineering;Automobile,Three_Laws_of_Robotics,Automobile,Automobile,0,0
Brain;Mathematics;Engineering,Telephone,Engineering,Engineering,0,0
Aral_Sea;Canal;Erie_Canal;<;Grand_Canal_of_China,Panama_Canal,Canal,,1,-1
AT%26T;Industry;Manufacturing,Toy,Manufacturing,Manufacturing,0,0
Automobile;China;Climate;<,Tea,China,China,0,0
Global_warming;Climate_change;Earth,Silent_film,Earth,Earth,0,0
Mars_Exploration_Rover;Soil;<,Botany,Mars_Exploration_Rover,Mars_Exploration_Rover,0,0
Brain;Eye;Human;Science,Telephone,Science,Science,0,0
Minstrel_show;Music;Sound,Alexander_Graham_Bell,Sound,Sound,0,0
Moon_landing;Neil_Armstrong;United_States;Country,Humour,Country,Country,0,0
Helen;Greece;World_War_II;Soviet_Union;Russia;Saint_Petersburg,Avacha_Volcano,Saint_Petersburg,Saint_Petersburg,0,0
Basilica_of_San_Francesco_d%27Assisi;World_Heritage_Site;North_America,African_American_literature,North_America,North_America,0,0
Earth%27s_atmosphere;Earth;South_America;Brazil;Football_%28soccer%29,Pel%C3%A9,Brazil,,1,-1
Alchemy;Europe;British_Isles;Great_Britain;<,Romeo_and_Juliet,British_Isles,British_Isles,0,0
Achilles_tendon;Achilles;Greek_mythology;<;Zeus;Odyssey;Epic_of_Gilgamesh;Deluge_%28mythology%29;Charles_Etienne_Brasseur_de_Bourbourg,Ocean,Charles_Etienne_Brasseur_de_Bourbourg,Charles_Etienne_Brasseur_de_Bourbourg,0,0
Pyramid;Earth;North_America;Mexico,Bean,Mexico,,0,-1
Aircraft;Russia;Country,Google,Country,Country,0,0
Pyramid;Mesopotamia;Beer;<;<;Mexico;Agriculture;Soybean;<,Bean,Agriculture,,0,-1
Aluminium_chloride;Electricity;Mesopotamia;<;Thomas_Edison;Alexander_Graham_Bell;<;<;Michael_Faraday;England;United_Kingdom;India;Biodiversity;<;<;<;<;<;Coulomb%27s_law,Parrot,Coulomb%27s_law,Coulomb%27s_law,0,0
Cereal;United_Kingdom,Kurt_Cobain,United_Kingdom,United_Kingdom,0,0
Africa;Europe;NATO;United_Kingdom;Europe,England,Europe,Europe,3,3
Dove;France;United_States;Cinema_of_the_United_States;DVD;Compact_Disc,Looney_Tunes,Compact_Disc,Compact_Disc,0,0
Brazil;Climate;Meteorology;Hydrology;Water_resources;<,Hydrogen,Hydrology,Hydrology,0,0
Montenegro;United_Nations;United_States;Mexico,Colima_%28volcano%29,Mexico,Mexico,0,0
Cat;Dutch_language;Language;Linguistics;Philosophy,University,Philosophy,Philosophy,0,0
Antlion;Ant;<;Spider;California;<;<,Hip_hop_music,Antlion,Antlion,0,0
God;Deity;Mythology;<;<;Odin;Norse_mythology;<;<,Aztec,God,God,0,0
Manchester_United_F.C.;Germany;Jew;Judaism,Radish,Judaism,Judaism,0,0
Calculus;Ancient_Greece,Beijing,Ancient_Greece,Ancient_Greece,0,0
Arctic_Ocean;Ocean;Seawater;Water;Drinking_water,Water_resources,Drinking_water,Water,0,1
Theatre;Actor;William_Shakespeare,Zebra,William_Shakespeare,William_Shakespeare,0,0
European_Union;Europe,Eurovision_Song_Contest,Europe,Europe,0,0
Zebra;Horse;United_Kingdom,British_Isles,United_Kingdom,,0,-1
Australian_Green_Tree_Frog;Pigment;Manufacturing;Guild;Social_capital,Mohs_scale_of_mineral_hardness,Social_capital,Social_capital,0,0
Economics;University_of_Chicago;Chicago;United_States;Caribbean_Sea;Sea;Ocean;Animal;Organism,Stingray,Organism,Organism,0,0
Bald_Eagle;North_America;John_Cabot;Bristol;Iron_Age;Iron;Chemical_element;Californium;U.S._state;United_States;American_Revolutionary_War;France_in_the_American_Revolutionary_War;Great_Britain;United_Kingdom;Scottish_Highlands;<;<;Scotland,Gordon_Brown,Scotland,Scotland,0,0
Tropical_cyclone;Energy;Ecology;Water;Drinking_water,Pollution,Drinking_water,Water,0,1
M1_motorway;United_Kingdom;English_language;William_Shakespeare;Poetry;Literacy;Bible;Pentateuch;Isaac;13th_century;14th_century;15th_century;Art;Andy_Warhol;Bob_Dylan;Neil_Young,The_Cat_in_the_Hat,Neil_Young,Neil_Young,0,0
Squash_%28sport%29;United_States,Krazy_Kat,United_States,United_States,0,0
1st_century_BC;Cleopatra_VII,Mixed-breed_dog,Cleopatra_VII,Cleopatra_VII,0,0
Immanuel_Kant;Lithuania;World_Trade_Organization;People%27s_Republic_of_China,Black_pepper,People%27s_Republic_of_China,People%27s_Republic_of_China,0,0
Baseball;Israel,Milky_Way,Israel,Israel,0,0
Hurricane_Dennis;Florida;United_States;Computer;Internet,Spyware,Internet,,0,-1
Brain;Stroke,Telephone,Stroke,Stroke,0,0
Pyramid;Mexico;English_language;England,Bean,England,,0,-1
George_W._Bush;England;English_Channel;North_Sea;<;<;<,Monkey,George_W._Bush,George_W._Bush,0,0
Cereal;United_States;Canada;<,Kurt_Cobain,United_States,United_States,0,0
Theatre;Music;Sound;<;Painting;Sand;Water;Biology;<;Biology;Gazelle;Africa;South_Africa;Giraffe;Animal;Mammal,Zebra,Mammal,,0,-1
Computer_programming;Microsoft;United_States;Pacific_Ocean;Arctic;Earth,Fresh_water,Earth,,0,-1
Pyramid;Sun;Sunlight;Organism;Eukaryote;<;<;<;<;15th_century;France;United_Kingdom;England,Bean,England,England,0,0
Brain;Cell_%28biology%29;<,Telephone,Brain,Brain,0,0
Snowdonia;Wales;<;England;10th_century;<;Church_of_England;6th_century;<;<;10th_century;11th_century;Macbeth_of_Scotland;William_Shakespeare;Macbeth,The_Merchant_of_Venice,Macbeth,,0,-1
Achilles_tendon;Latin;Roman_Catholic_Church;Africa;South_Africa;<;Kenya;<;<;<;<;Latin;Europe;Asia;Sri_Lanka;Thailand,Ivory,Thailand,,0,-1
Asteroid;Trojan_War;Rome;<,Viking,Trojan_War,Trojan_War,0,0
Aircraft;United_Kingdom,Google,United_Kingdom,United_Kingdom,0,0
Mestizo;United_States;Computer;Computer_and_video_games;Nintendo,Pac-Man,Computer_and_video_games,,1,-1
Santorini;Minoan_civilization,Mustard_seed,Minoan_civilization,Minoan_civilization,0,0
Beer;Japan;Electronics;<;<,Gypsum,Beer,Beer,0,0
Coconut_crab;Animal;Bird;Scientific_classification,Common_Cuckoo,Scientific_classification,Scientific_classification,0,0
Pyramid;Ancient_Egypt;Irrigation;20th_century;Philippines;Manila;Mexico,Bean,Mexico,,0,-1
Seed;Mammal;Human;Society;Civilization;World_War_II;Treaty_of_Versailles;Nazi_Germany;Germany;World_War_I,Max_Weber,Human,,7,-1
Black_Sea;Europe;United_Kingdom;Elizabeth_II_of_the_United_Kingdom,Chew_Valley_Lake,Elizabeth_II_of_the_United_Kingdom,Elizabeth_II_of_the_United_Kingdom,0,0
Yagan;English_language,Split_infinitive,English_language,English_language,0,0
Minneapolis%2C_Minnesota;United_States;France;European_Union;Europe;Norway;<;<,Eurovision_Song_Contest,European_Union,European_Union,0,0
Herbivore;Animal;Bird;Goose;<,Coot,Bird,Bird,0,0
14th_century;Europe;North_America;United_States,Henry_David_Thoreau,United_States,United_States,0,0
Elephant;Tooth_development;<,Cotton,Elephant,Elephant,0,0
Liberalism;Age_of_Enlightenment;Dark_Ages;<;Romanticism;<;French_Revolution;Revolution;<;Roman_Catholic_Church;Middle_Ages;Christianity;Bible,Allegory_in_the_Middle_Ages,Bible,Bible,0,0
Cat;Genealogy;<;Dutch_language;German_language;Bible;Jew,Adolf_Hitler,Jew,,0,-1
Roman_Britain;British_Isles;Carboniferous;Plant;<,Vegetation,Carboniferous,Carboniferous,0,0
Zeus;Earth;Ice_age;Glacier;Retreat_of_glaciers_since_1850,Post-glacial_rebound,Glacier,,1,-1
Tony_Blair;European_Union;Soviet_Union,Amber,Soviet_Union,Soviet_Union,0,0
Renormalization;20th_century;World_War_II;Marshall_Islands;United_States;Washington%2C_D.C.;England;Great_Britain;United_Kingdom,Tasmanian_Devil,United_Kingdom,United_Kingdom,0,0
Batman;Earthquake;Indonesia;Elephant,Banana,Elephant,Elephant,0,0
David_Beckham;London;International_Space_Station,List_of_elements_by_name,International_Space_Station,International_Space_Station,0,0
Yemen;Irrigation;Canal;<;20th_century;Technology;Industrial_Revolution;Sulfuric_acid;Hydrogen,Waste_management,Hydrogen,Hydrogen,0,0
Calculus;Europe;Spain,Lemon,Spain,Spain,0,0
Acceleration;Time;<;Time;Internet;World_Wide_Web;Google;<,Mozilla_Firefox,World_Wide_Web,,0,-1
Mass_media;Renaissance,Encyclop%C3%A6dia_Britannica,Renaissance,Renaissance,0,0
Ice_sheet;South_America;Venezuela,Banana,Venezuela,Venezuela,0,0
Expressionism;Dresden;River;Africa,African_dwarf_frog,Africa,Africa,0,0
Color_blindness;Human;Mythology;Norse_mythology;Thor;God;Light;Bee;Wasp;Spider;<;<;<;<;<,Comics,Thor,Thor,0,0
Global;Earth;Solar_System;Planet;Extrasolar_planet,Upsilon_Andromedae_d,Extrasolar_planet,Extrasolar_planet,0,0
Bamako;Niger_River;Latin;Roman_Empire;Jerusalem;Bronze_Age;Iron_Age;Ancient_Greece;19th_century,14th_century,19th_century,,0,-1
Romulus_Augustus;Rome,Lead,Rome,Rome,0,0
Brain;Schizophrenia,Telephone,Schizophrenia,Schizophrenia,0,0
Beriberi;Germany;Roman_Empire;Rome;Middle_Ages;Art,Allegory_in_the_Middle_Ages,Art,Art,0,0
Chicken;United_Nations;Portugal;European_Union;Greece;Ancient_Greece;Cyprus,Colossus_of_Rhodes,Cyprus,Cyprus,0,0
Bald_Eagle;North_America;Canada;Petroleum;Oil_refinery;Industry;Manufacturing;Industrial_Revolution;Copper;Metal,Refining,Metal,,0,-1
William_IV_of_the_United_Kingdom;British_Empire;Middle_East;United_States;North_America;Canada;Islam;Byzantine_Empire,Azerbaijani_people,Middle_East,Byzantine_Empire,5,0
Wind;Earth%27s_atmosphere;Gravitation;<;<,Feather,Wind,Wind,0,0
East_Africa;20th_century;Television;<;United_States,Cheers,United_States,United_States,0,0
Television;BBC;United_Kingdom;India;Indian_independence_movement;<;Indira_Gandhi;<;Taj_Mahal;Rupee,Economy_of_India,Rupee,,0,-1
English_language;Internet;Optical_fiber;<;Copper;<;World_Wide_Web;<;Microsoft;<;Compact_Disc;<;Information;Computer_science;<;Computer_science;<;<;Microsoft;Computer;<;Bill_Gates;<;<,Silicon,Internet,Internet,0,0
West_Virginia;Coal;Carboniferous;<,Paleontology,Coal,Coal,0,0
Hydrogen_peroxide;Alcohol;English_language;England;United_Kingdom;Scotland;<;Sport;Football_%28soccer%29;<;<,Tiger_Woods,United_Kingdom,United_Kingdom,0,0
Alzheimer%27s_disease;DNA;Computer_science;Science;Technology;Engineering;Star_Trek;Milky_Way;Star;Big_Bang;Physics;Speed_of_light;Apollo_8;John_F._Kennedy;Television;Film;Video;<;Animation;<;Visual_arts;<;Actor;<;DVD;<,Star_Wars_Episode_IV__A_New_Hope,Star_Trek,Film,9,0
Suriname;Netherlands;Great_Britain;Olympic_Games;1896_Summer_Olympics;<;Tennis;Real_tennis;United_States;Apollo_11;Saturn_V;Space_Shuttle_program;United_States;Holy_Roman_Empire;Germany;Netherlands;United_Kingdom,Badminton,United_Kingdom,,0,-1
Supply_and_demand;Game_theory;Natural_selection;Organism,Ostrich,Organism,Organism,0,0
Batman;Scotland;Europe;Africa;Zimbabwe;Democratic_Republic_of_the_Congo;Gorilla;Chimpanzee;Cameroon,Banana,Cameroon,,0,-1
Asteroid;Earth;Human;Oceania;Australia;English_language;Great_Britain;United_Kingdom;British_monarchy,Viking,English_language,,3,-1
Roman_villa;Roman_Empire;Christianity;Middle_Ages,Yak,Middle_Ages,Middle_Ages,0,0
Mario;Nintendo_Entertainment_System,Tree_Sparrow,Nintendo_Entertainment_System,Nintendo_Entertainment_System,0,0
Dog;Postage_stamp;United_States,Telephone,United_States,United_States,0,0
Spring_%28season%29;Astronomy;Nicolaus_Copernicus;Johannes_Kepler;Galileo_Galilei;Albert_Einstein;Gravitation;Physics;Isaac_Newton,Athanasius_Kircher,Isaac_Newton,Isaac_Newton,0,0
Battle_of_Britain;World_War_II;United_States;U.S._state,University_of_Texas_at_Austin,U.S._state,U.S._state,0,0
Bermuda;United_Kingdom;British_Empire;United_States;Poetry_of_the_United_States,Comet_Halley,Poetry_of_the_United_States,Poetry_of_the_United_States,0,0
Las_Vegas%2C_Nevada;Vegetation,Sorrel,Vegetation,Vegetation,0,0
Ethiopia;Scramble_for_Africa,Telephone_exchange,Scramble_for_Africa,Scramble_for_Africa,0,0
Mu_Arae;Iron,Tin%28II%29_chloride,Iron,Iron,0,0
Cat;Carnivore;Spider,University,Spider,Spider,0,0
Ouagadougou;Belgium;Germany;<,Leonhard_Euler,Belgium,Belgium,0,0
Aircraft;American_Civil_War,Google,American_Civil_War,American_Civil_War,0,0
Clarinet;Africa;South_Africa;Indian_Ocean;Whale;Fish;Whale_shark;Shark;Angel_shark,Nurse_sharks,Angel_shark,Angel_shark,0,0
Talc;Brazil,Spanish_language,Brazil,Brazil,0,0
Theatre;Actor,Zebra,Actor,Actor,0,0
Asteroid;Venus;Ancient_Rome;<;Ancient_Rome,Viking,Ancient_Rome,Ancient_Rome,0,0
Canada;Christianity,Batman,Christianity,Christianity,0,0
Plesiosaur;England;British_Empire;Royal_Navy;United_Kingdom;Prime_Minister_of_the_United_Kingdom;List_of_Prime_Ministers_of_the_United_Kingdom;United_Kingdom;House_of_Lords;Palace_of_Westminster,John_Constable,England,,8,-1
Brandon_Routh;United_States;Holy_Roman_Empire;Czech_Republic;9th_century;Norway;Russia;Kiev;Khazars;Viking;Leif_Ericson;<;<;<;<;<;<;Vulgar_Latin;<;Dark_Ages;<;8th_century;10th_century;Great_Moravia,Oleg_of_Novgorod,Great_Moravia,Great_Moravia,0,0
Manchester_United_F.C.;World_War_II,Pyrite,World_War_II,World_War_II,0,0
Frog;Carnivore;Cheese;Food;Famine;Ireland;Football_%28soccer%29;England,Potato,England,,0,-1
Royal_Navy;NATO;United_Nations;Asia;India,Economy_of_India,India,,0,-1
George_W._Bush;AIDS;Cameroon;Animal;Human;Chimpanzee;Mammal;Vertebrate;Animal;Mammal,Monkey,Mammal,,0,-1
Auto_racing;France;Monaco;Principality;Italy;Rome;Pollution;United_Kingdom;Pound_sterling;Saint_Helena;Elizabeth_II_of_the_United_Kingdom;Pakistan;Indus_River;Lothal;Indus_Valley_Civilization;Karachi;Jew;Birth_control;Menstrual_cycle,Antelope,Menstrual_cycle,Menstrual_cycle,0,0
Timken_1111;Chicago;United_States;United_Nations;United_Kingdom;Great_Britain,Encyclop%C3%A6dia_Britannica,Great_Britain,,0,-1
Batman;Superman;Earth,Jesus,Earth,Earth,0,0
Archbishop_of_Canterbury;England;Europe;Caspian_Sea;<;Mediterranean_Sea,Dead_Sea,Mediterranean_Sea,,0,-1
Papua_New_Guinea;Rainforest;United_States;Natural_gas;Electricity,Richard_Feynman,Electricity,Electricity,0,0
IPod;United_States;Japan;Asia;India;Socialism;<;United_States_dollar,Economy_of_India,United_States_dollar,,0,-1
Bicycle;19th_century;Romanticism;20th_century;Birth_control;<;World_War_I,Women%27s_rights,World_War_I,,0,-1
Niagara_Falls;North_America;Canada;Arctic;Arctic_Circle;Temperate;North_America;Canada;Beaver;Wolverine;Animal;Bird;Owl;Bird_of_prey,Snowy_Owl,Bird,Bird_of_prey,2,0
Volga_River;Europe,Anglican_Church_of_Australia,Europe,Europe,0,0
Photosynthetic_reaction_centre;Electron;Atom,The_Simpsons,Atom,Atom,0,0
Brain;Cell_%28biology%29,Telephone,Cell_%28biology%29,Cell_%28biology%29,0,0
Electricity;Amber;Gold;Color;Vincent_van_Gogh;Impressionism;Cubism;Painting;Drawing;Art,Pigment,Art,Painting,0,2
Mount_Everest;Earth;Plant,Vegetation,Plant,,0,-1
Brain;Charles_Darwin,Telephone,Charles_Darwin,Charles_Darwin,0,0
Aircraft;Hovercraft;English_Channel,Google,English_Channel,English_Channel,0,0
Forth;ASCII;Perl,Anne_Frank,Perl,Perl,0,0
Cat;Norse_mythology;<;Norse_mythology;The_Lord_of_the_Rings;World_War_II;Tank;Russia;Moscow;<,Computer,Tank,Russia,1,0
Sperm_Whale;Portugal;Europe;European_Union;European_Parliament;Brussels;German_language;Germany;Frankfurt;<,IG_Farben_Building,Germany,Germany,0,0
Auto_racing;United_States;Electronics;Computer;Computer_and_video_games;Nintendo,Space_Invaders,Nintendo,,0,-1
Wren;Bird,Battle_of_Warsaw_%281920%29,Bird,Bird,0,0
Archbishop_of_Canterbury;Canterbury_Cathedral;<;Latin;Roman_Catholic_Church;<;<;Church_of_England,Love,Church_of_England,Church_of_England,0,0
Turin;City,Hurricane_Camille,City,City,0,0
Chromium;South_Africa;Continent;Europe;British_Isles;Great_Britain;James_I_of_England;Henry_VIII_of_England,Henry_I_of_England,Henry_VIII_of_England,,0,-1
Mentha;Greek_mythology;Ancient_Greece;Macedon;Republic_of_Macedonia;Bulgaria;World_War_I,First_Macedonian_War,World_War_I,,0,-1
Scotland;William_and_Mary;James_II_of_England;Oliver_Cromwell;Monty_Python;World_War_II;France;Roman_Empire;Italy;Benito_Mussolini,John_Cabot,Benito_Mussolini,,0,-1
Sand_art_and_play;Child;Education;Computer,Acorn_Computers,Computer,Computer,0,0
Theatre;Stage_%28theatre%29;Opera;Renaissance;Renaissance_music,Zebra,Renaissance_music,Renaissance_music,0,0
Anglican_Church_of_Australia;Melbourne;World_War_II;Attack_on_Pearl_Harbor;Imperial_Japanese_Navy;United_States,U.S._Navy_Marine_Mammal_Program,United_States,United_States,0,0
Extrasolar_planet;Solar_System,Three_Laws_of_Robotics,Solar_System,Solar_System,0,0
Rapping;20th_century;Italy;NATO;Dwight_D._Eisenhower;BBC;Television;Film;United_States;New_York_City;Jazz;Miles_Davis;Chicago;Las_Vegas%2C_Nevada;Film;DVD,The_Godfather,DVD,DVD,0,0
Uranium;Italy;Great_Britain;England;United_Kingdom,Union_Flag,United_Kingdom,,0,-1
Cat;Sound,Moon,Sound,Sound,0,0
Physics;Electricity;Coulomb%27s_law;<;<,Sony,Physics,Physics,0,0
Brain;Cell_%28biology%29,Telephone,Cell_%28biology%29,Cell_%28biology%29,0,0
Philadelphia;London;Christianity;Spain;Mediterranean_Sea;Gibraltar;Raven;Jackdaw;<;Rook_%28bird%29;Crustacean;Fresh_water;Fish;Fishing;Trout,Goldfish,Trout,Trout,0,0
Francis_Bacon;London;United_Kingdom;Ireland;Folk_music;Music,Music_of_Ireland,Music,,0,-1
Dominican_Republic;Dominica;<,Asteroid,Dominican_Republic,Dominican_Republic,0,0
Language;Human;Asia,Maya_civilization,Asia,,0,-1
Augustus;Propaganda;Information;Computer_science;Game_theory;Applied_mathematics;Computer_science;Physics,Quantum_computer,Physics,,0,-1
Cormorant;Great_Britain;United_Kingdom;Novel;Literature;Film;Silent_film,Humour,Silent_film,Silent_film,0,0
Pyramid;Earth;Crust_%28geology%29;Granite;Latin,Bean,Latin,Latin,0,0
Computer;Microsoft_Windows;Macintosh,Fruit,Macintosh,Macintosh,0,0
Pedagogy;Art;Music,Oasis_%28band%29,Music,Music,0,0
Virtuti_Militari;United_States,Dr._Seuss,United_States,United_States,0,0
Pyramid;Mexico_City;Aztec;Maize;Mexico,Bean,Maize,Maize,1,1
Lille;French_Revolution;France,Haiti,France,France,0,0
Meat;United_States;Agriculture,Rocky_Mountains,United_States,,1,-1
Retina;Light;California;<;<,Menthol,Retina,Retina,0,0
Theatre;Brazil;Atlantic_Ocean;New_York_City,Zebra,New_York_City,New_York_City,0,0
Tiger_shark;Japan;Tokyo,Train,Tokyo,Tokyo,0,0
The_Broads;England;Royal_Navy;United_States;NATO,U.S._Navy_Marine_Mammal_Program,NATO,NATO,0,0
Ethics;Economics;Political_economy;Karl_Marx;Political_philosophy;Anarchism,Anarcho-capitalism,Anarchism,,0,-1
Kuru_%28disease%29;Cattle;Scientific_classification;Plant;Flower,Dill,Flower,Flower,0,0
Kookaburra;Australia,CPU_cache,Australia,Australia,0,0
Gadolinium;France;<;Compact_Disc;Sony;Music;Hip_hop_music;Synthesizer,Drum_and_bass,Synthesizer,,0,-1
George_V_of_the_United_Kingdom;World_War_II;Nuclear_weapon;Aircraft;Jet_engine;Concorde;Airbus,Apollo_8,Airbus,Airbus,0,0
Alice%27s_Adventures_in_Wonderland;Internet;<;United_States;Walt_Whitman;<;<;Poetry;Dr._Seuss;The_Cat_in_the_Hat;<;<;Language;<;<;Game;Art;Film;Charlie_Chaplin,Humour,Charlie_Chaplin,,0,-1
George_IV_of_the_United_Kingdom;Church_of_England;Pope,War_of_the_League_of_Cambrai,Pope,Pope,0,0
Theatre;United_States,Zebra,United_States,United_States,0,0
Brain;Mathematics,Telephone,Mathematics,Mathematics,0,0
Asteroid;Dinosaur,Viking,Dinosaur,Dinosaur,0,0
Asteroid;Dinosaur;United_States;Minnesota;World_War_II,Viking,World_War_II,World_War_II,0,0
Theatre;India;Africa;Herbivore,Zebra,Herbivore,Herbivore,0,0
Cereal;North_America;United_States;Hip_hop_music;Musical_instrument;Guitar;Popular_culture;Comics,Kurt_Cobain,Comics,Comics,0,0
Vulture;Feather,Indian_Peafowl,Feather,Feather,0,0
Natalie_Portman;United_States;American_Civil_War,Industrial_Revolution,American_Civil_War,American_Civil_War,0,0
Indo-Greek_Kingdom;Philosophy;Ethics;Political_science,Princeton_University,Political_science,,0,-1
Brain;Action_potential;Chemical_synapse;<;Giraffe;Mammal;Human;Technology,Telephone,Technology,,0,-1
Lord_Voldemort;London,Battle_of_Warsaw_%281920%29,London,London,0,0
September_11%2C_2001_attacks;United_States,Hurricane_Gloria,United_States,United_States,0,0
Joseph_Stalin;United_States,Martin_Luther,United_States,United_States,0,0
Medieval_music;Middle_Ages;Africa;Desert;Irrigation,Drought,Irrigation,,0,-1
Right_whale;California,Tiger_Woods,California,California,0,0
Batman;Scotland;Coal;<;Iron_Age;Gold;Metal;Periodic_table;<;<;<;<,Wood,Scotland,Scotland,0,0
China;World_War_II;Royal_Air_Force;Cold_War;Richard_Nixon;John_F._Kennedy;Television;Broadcasting;Government;Police_state;Police;Federal_Bureau_of_Investigation;Terrorism;Nationalism;Cultural_identity;History;Writing;Typewriter;Automobile;Germany;United_Nations;United_States;California;Arnold_Schwarzenegger;Adolf_Hitler;Weimar_Republic;Russian_Revolution_of_1917;Autocracy;Oligarchy;Constitutional_monarchy;Italy;Democracy;<;20th_century;Film;21st_century;The_Lord_of_the_Rings_film_trilogy;Sean_Connery;James_Bond;Wikipedia_Text_of_the_GNU_Free_Documentation_License,The_X-Files,Wikipedia_Text_of_the_GNU_Free_Documentation_License,,0,-1
List_of_U.S._states_by_date_of_statehood;California;Spanish_language;English_language;Language;Communication;Linguistics;Brain;Philosophy_of_mind;<;Philosophy_of_mind;<;Down_syndrome;<;Mammal;Human;Language;<;Crime;<;Language;<;<;<;Down_syndrome;Alzheimer%27s_disease;Pneumonia;Health;<;AIDS;World_Health_Organization;United_Nations;Franklin_D._Roosevelt;New_York_City;United_States;Education_in_the_United_States;Literacy;<;Literacy;Communication;Sound;<;Human;Society;Culture;Film;Silent_film;Charlie_Chaplin;Schizophrenia;Emotion;Mind;<,Stuttering,Emotion,,0,-1
Wayne_Rooney;Manchester_United_F.C.,Arsenal_F.C.,Wayne_Rooney,Wayne_Rooney,1,1
